"","genes","R2losePvalue","R2gainPvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"4318","ENSG00000124574",0.0499845875818218,0.950015412418178,0.0574248569062744,0.792826879257303,0.553426694308285
"4319","ENSG00000124587",0.398474472804637,0.601525527195363,0.650053490157207,0.0591051126919753,0.199823512701646
"4320","ENSG00000124588",0.858018386108274,0.141981613891726,0.659500395887604,0.159273742679101,0.295483254860956
"4321","ENSG00000124596",0.210908365618824,0.789091634381176,0.618019836688808,0.999607134438595,0.215622752355682
"4322","ENSG00000124608",0.000779687037249699,0.99922031296275,0.106091833836,0.502801433657095,0.90676393615028
"4323","ENSG00000124613",0.565750584765278,0.434249415234722,0.899891810868475,0.492822648397411,0.864515778085355
"4324","ENSG00000124614",0.757124465853939,0.242875534146061,0.961021692223075,0.690639524693112,0.658720708850354
"4325","ENSG00000124615",0.0521785906401291,0.947821409359871,0.0653365649044128,0.845071954838593,0.533819680751401
"4326","ENSG00000124641",0.0342155683555856,0.965784431644414,0.407153779668905,0.998440625925501,0.564753310647865
"4327","ENSG00000124659",0.0640431305945567,0.935956869405443,0.45978567672604,0.839420734839922,0.572719415416045
"4328","ENSG00000124688",0.295984913962442,0.704015086037558,0.277230116469529,0.73871418123795,0.48315815558685
"4329","ENSG00000124702",0.118838810282198,0.881161189717802,0.128225275156995,0.625327136130939,0.63101462064297
"4330","ENSG00000124733",0.0411118699796314,0.958888130020369,0.119050353276801,0.0763549328804298,0.307359882986504
"4331","ENSG00000124743",0.603248091579984,0.396751908420016,0.441030879233126,0.593124248266858,0.493384748354498
"4332","ENSG00000124749",0.174535058718291,0.825464941281709,0.0302446041426162,0.996857075508761,0.386011568379762
"4333","ENSG00000124762",0.81110419399097,0.18889580600903,0.121746015436594,0.661229004357786,0.0160410030764395
"4334","ENSG00000124766",0.445225474611819,0.554774525388181,0.564535723567703,0.416189687581217,0.32558280095013
"4335","ENSG00000124767",0.0575034300185553,0.942496569981445,0.242355742787895,0.287390224296015,0.772627545315531
"4336","ENSG00000124772",0.611196064091483,0.388803935908517,0.773739657058585,0.79499670597337,0.735226743869786
"4337","ENSG00000124782",0.343974953309439,0.656025046690561,0.659554792657645,0.247088261781434,0.603290400178905
"4338","ENSG00000124783",0.23147638877976,0.76852361122024,0.484880719971472,0.196674544124847,0.781959613420288
"4339","ENSG00000124784",0.923095055333603,0.0769049446663967,0.297580552550302,0.684734453100918,0.336371493674864
"4340","ENSG00000124785",0.808348090975576,0.191651909024424,0.464693474200821,0.609491631963542,0.660491625919457
"4341","ENSG00000124786",0.575820031308363,0.424179968691637,0.855963397017848,0.399882744740135,0.146955896307668
"4342","ENSG00000124787",0.130461586814223,0.869538413185777,0.110238076530211,0.0957141389293507,0.529703658484989
"4343","ENSG00000124788",0.01286181407184,0.98713818592816,0.569576490924806,0.803972173030081,0.560395524959051
"4344","ENSG00000124789",0.710022907084273,0.289977092915727,0.934445848015425,0.874863252564203,0.385340674882594
"4345","ENSG00000124795",0.220875062707388,0.779124937292612,0.704800817160368,0.321291500202477,0.145094317955165
"4346","ENSG00000124802",0.302887259672048,0.697112740327952,0.808033798526452,0.288055073707623,0.507104822575868
"4347","ENSG00000124813",0.710772373693722,0.289227626306278,0.286531964146484,0.0630156360493439,0.33039993714151
"4348","ENSG00000124831",0.227179043946546,0.772820956053454,0.80705465666572,0.998174686160857,0.916531178415362
"4349","ENSG00000124920",0.347003040175037,0.652996959824963,0.164924962677772,0.218826117702522,0.78776797964352
"4350","ENSG00000124942",0.577736006430907,0.422263993569093,0.80784643187409,0.435143939897613,0.882817269161262
"4351","ENSG00000125037",0.149669690724142,0.850330309275858,0.497228786770705,0.316776568289101,0.945198276226798
"4352","ENSG00000125046",0.219243159606167,0.780756840393833,0.237991913013521,0.16153423067857,0.234969870233483
"4353","ENSG00000125089",0.872874748414939,0.127125251585061,0.0993828988643163,0.426210781439822,0.0233180820907701
"4354","ENSG00000125107",0.419918888371784,0.580081111628216,0.837843228508743,0.49843155979716,0.717094487189561
"4355","ENSG00000125122",0.671111084248509,0.328888915751491,0.775063311796242,0.665296673939716,0.660080628101371
"4356","ENSG00000125124",0.109863343225487,0.890136656774513,0.591939607497084,0.800847380795523,0.908081546802377
"4357","ENSG00000125148",0.842303763652078,0.157696236347922,0.145928401762455,0.798586892796054,0.0294105203353259
"4358","ENSG00000125149",0.471118337151181,0.528881662848819,0.980997394999124,0.617276414164919,0.731425014052499
"4359","ENSG00000125166",0.242005185825411,0.757994814174589,0.527654713480124,0.518806172220174,0.893980695190721
"4360","ENSG00000125170",0.000211542994602632,0.999788457005397,0.0464246211869376,0.61092408024128,0.399894832911255
"4361","ENSG00000125246",0.487648911157986,0.512351088842014,0.752821076935165,0.924787399290424,0.679512363177013
"4362","ENSG00000125247",0.952245679989846,0.0477543200101541,0.0309698944098252,0.706789321309632,0.101558769665943
"4363","ENSG00000125249",0.306912620655058,0.693087379344942,0.743210980894646,0.127137339756182,0.418752379858689
"4364","ENSG00000125257",0.571486421961789,0.428513578038211,0.462698925965996,0.848420378238874,0.668699494110039
"4365","ENSG00000125266",0.808535457627938,0.191464542372062,0.689352134468816,0.176221358589552,0.447093097049882
"4366","ENSG00000125285",0.512973629654701,0.487026370345299,0.451094281690652,0.0656448132679767,0.0987603580516285
"4367","ENSG00000125304",0.0241098572991399,0.97589014270086,0.125596097938362,0.53377132806692,0.447141449734362
"4368","ENSG00000125347",0.0984521096880647,0.901547890311935,0.486137889767968,0.627920048836211,0.191555203655463
"4369","ENSG00000125351",0.372430508126273,0.627569491873727,0.441484185650132,0.204568119866305,0.0391233658303667
"4370","ENSG00000125352",0.173078434098313,0.826921565901687,0.160162223256432,0.705985457930142,0.568029205021426
"4371","ENSG00000125354",0.572683150902684,0.427316849097316,0.891097666378565,0.234014904714991,0.480220730004654
"4372","ENSG00000125355",0.313627599712302,0.686372400287699,0.850904497404065,0.664154341768862,0.558552078863228
"4373","ENSG00000125356",0.178016452000895,0.821983547999105,0.143595384736266,0.150582347643713,0.957165565635747
"4374","ENSG00000125375",0.20655662401557,0.79344337598443,0.679439834150292,0.759934965639374,0.216517277018573
"4375","ENSG00000125386",0.0503472327154263,0.949652767284574,0.0626167264023789,0.646227583997679,0.723422644770959
"4376","ENSG00000125388",0.961190926618757,0.0388090733812427,0.401544868269155,0.85208309408828,0.86014590422542
"4377","ENSG00000125398",0.0764939468483116,0.923506053151688,0.0270835473946969,0.0328193845912083,0.479827864443249
"4378","ENSG00000125445",0.109240802412799,0.890759197587201,0.200760345963457,0.475318976615433,0.983034251832869
"4379","ENSG00000125447",0.0815649346332147,0.918435065366785,0.541211597391373,0.917347129965972,0.33443738629564
"4380","ENSG00000125449",0.356455989990994,0.643544010009006,0.718248907531535,0.923947271397574,0.702854621610024
"4381","ENSG00000125450",0.835129434092269,0.164870565907731,0.353427903125397,0.841131211053424,0.723972656556926
"4382","ENSG00000125454",0.0761615221425074,0.923838477857493,0.294854669962708,0.0188152383485141,0.903874863252564
"4383","ENSG00000125457",0.484167517875383,0.515832482124617,0.82957491946256,0.979431976839064,0.985663429051502
"4384","ENSG00000125458",0.303316389746813,0.696683610253187,0.830016137708445,0.925923687375719,0.235253942254807
"4385","ENSG00000125459",0.973962079407196,0.026037920592804,0.144000338468791,0.937570640249983,0.342862841566385
"4386","ENSG00000125462",0.0833177194456365,0.916682280554364,0.585551009060084,0.74278185081988,0.905530942696025
"4387","ENSG00000125482",0.667943983415029,0.332056016584971,0.812470157327547,0.332285691836254,0.509316957890856
"4388","ENSG00000125484",0.457047705967326,0.542952294032674,0.88506566898961,0.196789381750488,0.413500069506984
"4389","ENSG00000125485",0.339327051513741,0.660672948486259,0.733334945089483,0.374727260639102,0.583139418921614
"4390","ENSG00000125503",0.108412762691069,0.891587237308931,0.201660914711909,0.998845579658026,0.803633704238717
"4391","ENSG00000125510",0.31595457265293,0.68404542734707,0.204513723096264,0.803107868794991,0.758605266816157
"4392","ENSG00000125520",0.581326193253592,0.418673806746408,0.810384947809321,0.475675577663477,0.299786643779729
"4393","ENSG00000125534",0.328598799644608,0.671401200355392,0.296377779523847,0.0225988359091212,0.218052474750833
"4394","ENSG00000125551",0.766172461937371,0.233827538062629,0.412484663132891,0.910692591764329,0.4405050437894
"4395","ENSG00000125611",0.82479404778454,0.17520595221546,0.703126605460227,0.0742576351910837,0.29905530942696
"4396","ENSG00000125629",0.312467135284767,0.687532864715233,0.736840514714326,0.820599452405848,0.469317199654278
"4397","ENSG00000125630",0.246973424155792,0.753026575844208,0.768239539198917,0.946237858943131,0.55141401381678
"4398","ENSG00000125633",0.00525835443726541,0.994741645562735,0.202960393107325,0.65031338583629,0.720086309541798
"4399","ENSG00000125637",0.73551081589111,0.26448918410889,0.320348622855105,0.509123547152934,0.468029809429982
"4400","ENSG00000125648",0.0492411650579326,0.950758834942067,0.0561797752808989,0.327619657783876,0.94453947090075
"4401","ENSG00000125650",0.0761192135435869,0.923880786456413,0.0876211083644101,0.519519374316263,0.131386331904914
"4402","ENSG00000125651",0.236257260457779,0.763742739542221,0.570966630603623,0.930922146133901,0.809387673691909
"4403","ENSG00000125652",0.130951157744589,0.869048842255411,0.081353391638612,0.44778212280373,0.403660298215182
"4404","ENSG00000125656",0.0156058289161141,0.984394171083886,0.13747272606391,0.679778302941656,0.482064176100477
"4405","ENSG00000125675",0.396927186901258,0.603072813098742,0.731696997902702,0.0978416570464972,0.557548760660256
"4406","ENSG00000125676",0.193507443291367,0.806492556708633,0.695789085590296,0.563006569921004,0.254256547255683
"4407","ENSG00000125686",0.505225111966685,0.494774888033315,0.962738212522136,0.722201739487824,0.372907990885519
"4408","ENSG00000125691",0.0541550066182737,0.945844993381726,0.244960743664287,0.410157690192262,0.97103674199612
"4409","ENSG00000125703",0.240959559023518,0.759040440976482,0.653625544723211,0.532568555040465,0.347196450912959
"4410","ENSG00000125730",0.174329559809249,0.825670440190751,0.0279055430308671,0.669714900484131,0.368465587998864
"4411","ENSG00000125733",0.614085136989199,0.385914863010801,0.375615741216433,0.401556956440275,0.572912826153967
"4412","ENSG00000125734",0.192346978863833,0.807653021136167,0.279079606650912,0.990087699681477,0.659518528144284
"4413","ENSG00000125740",0.825954512212075,0.174045487787925,0.0585067482215278,0.357507660878447,0.0580292654622819
"4414","ENSG00000125741",0.521199630101964,0.478800369898036,0.923911006884213,0.914742129089579,0.870100513142864
"4415","ENSG00000125743",0.0839039957449638,0.916096004255036,0.126949973103819,0.117557464143462,0.526947555469595
"4416","ENSG00000125744",0.806407939510792,0.193592060489208,0.207892366924346,0.786915763579549,0.123075714259811
"4417","ENSG00000125746",0.135689720823688,0.864310279176312,0.308586832355199,0.530229493928716,0.73476134928166
"4418","ENSG00000125753",0.675565575306284,0.324434424693716,0.848988522281521,0.650796912681096,0.145342125463128
"4419","ENSG00000125755",0.0493016059135333,0.950698394086467,0.120138288677615,0.517295150830155,0.681392073786196
"4420","ENSG00000125772",0.439894591147832,0.560105408852168,0.370726075998332,0.224386676417791,0.997050486246683
"4421","ENSG00000125775",0.720346205220881,0.279653794779119,0.526609086678231,0.358178554375616,0.271101413711612
"4422","ENSG00000125779",0.149615293954101,0.850384706045899,0.817444439743489,0.588845035690325,0.742600528253078
"4423","ENSG00000125804",0.178173598225456,0.821826401774544,0.0127711527884389,0.437168708560238,0.0645810542094034
"4424","ENSG00000125810",0.968099316413923,0.0319006835860769,0.00287094064103577,0.884727200198246,0.00514351681162395
"4425","ENSG00000125812",0.0737801524318378,0.926219847568162,0.460716465902291,0.77575838163565,0.995599905712265
"4426","ENSG00000125814",0.171942146013019,0.828057853986981,0.16801953448453,0.933672205063735,0.997340602353567
"4427","ENSG00000125817",0.569999576914011,0.430000423085989,0.853485321938217,0.347371729394201,0.643658847634647
"4428","ENSG00000125818",0.711624589757693,0.288375410242307,0.780055726468864,0.582178409317562,0.993804812300923
"4429","ENSG00000125821",0.201298269578304,0.798701730421696,0.450556358075805,0.370768384597252,0.558340535868626
"4430","ENSG00000125826",0.166212352902068,0.833787647097932,0.165819487340663,0.384621428700945,0.914258602244773
"4431","ENSG00000125827",0.094934451892101,0.905065548107899,0.514339592991278,0.757444802388623,0.666197242688167
"4432","ENSG00000125834",0.0597034771624227,0.940296522837577,0.302433953255042,0.815999903294631,0.282240663398831
"4433","ENSG00000125835",0.239249082810016,0.760750917189984,0.175997727423829,0.925289058391911,0.75244029954488
"4434","ENSG00000125841",0.487890674580389,0.512109325419611,0.725326531722383,0.62457162543593,0.764238354558147
"4435","ENSG00000125843",0.873267613976343,0.126732386023657,0.222887743198893,0.311161612803791,0.981323775619368
"4436","ENSG00000125844",0.894506530634448,0.105493469365552,0.620473735426199,0.477416274304779,0.745767629086557
"4437","ENSG00000125845",0.795443968304815,0.204556031695185,0.412877528694296,0.418552925035207,0.352605907489226
"4438","ENSG00000125846",0.610670228647757,0.389329771352243,0.877963868456522,0.789230648349058,0.896930208944038
"4439","ENSG00000125848",0.0678629926685242,0.932137007331476,0.216033750173767,0.640388997346646,0.0788450961311808
"4440","ENSG00000125851",0.678654103027482,0.321345896972518,0.375887725066636,0.077328030655602,0.917026793431288
"4441","ENSG00000125863",0.228490610513082,0.771509389486918,0.40912415156149,0.147644922061517,0.977328635064158
"4442","ENSG00000125864",0.909344760684432,0.0906552393155677,0.138645278662565,0.0385250013599192,0.121202047736188
"4443","ENSG00000125868",0.229614810427256,0.770385189572744,0.404983952952838,0.0921843929622668,0.848311584698793
"4444","ENSG00000125869",0.0776362790191658,0.922363720980834,0.107264386434654,0.0280264247420686,0.0974971441695729
"4445","ENSG00000125870",0.243026636285063,0.756973363714937,0.448332134589697,0.70735746535228,0.370006829816683
"4446","ENSG00000125871",0.48309771473125,0.51690228526875,0.789641646167143,0.816429033369396,0.83361841270225
"4447","ENSG00000125872",0.27166955775426,0.72833044224574,0.462523647484754,0.337338547364476,0.976017068497622
"4448","ENSG00000125875",0.369462862116276,0.630537137883724,0.951212141359073,0.471934288701791,0.816882339786402
"4449","ENSG00000125877",0.360469262802884,0.639530737197116,0.503145946534019,0.877921559857601,0.463551142029967
"4450","ENSG00000125885",0.452357495572707,0.547642504427293,0.73956639730192,0.239412273120138,0.115931605127802
"4451","ENSG00000125895",0.426440456691105,0.573559543308895,0.412031356715886,0.14065795915407,0.361569286374818
"4452","ENSG00000125901",0.429166339278699,0.570833660721301,0.411976959945845,0.968764165825531,0.690669745120912
"4453","ENSG00000125912",0.161062792004884,0.838937207995116,0.161485877994089,0.49599579331645,0.606457501012384
"4454","ENSG00000125952",0.166091471190866,0.833908528809134,0.703567823706112,0.21139189246363,0.711600413415452
"4455","ENSG00000125962",0.349795407703791,0.650204592296209,0.808886014590423,0.0173767459852162,0.374509673558939
"4456","ENSG00000125966",0.864842158705599,0.135157841294401,0.287891883397501,0.683338269336541,0.4453040477241
"4457","ENSG00000125967",0.489244549745846,0.510755450254154,0.57800194619555,0.802291917244381,0.329952674810065
"4458","ENSG00000125968",0.227886201957075,0.772113798042925,0.922684057515518,0.932336462154958,0.107947368102943
"4459","ENSG00000125970",0.38340052341781,0.61659947658219,0.484258179158784,0.455941638309832,0.761313017147071
"4460","ENSG00000125971",0.140917854833153,0.859082145166847,0.146593251174064,0.29820913744855,0.28459785676726
"4461","ENSG00000125977",0.142108539688488,0.857891460311512,0.294516201171344,0.272666831871672,0.592368737571849
"4462","ENSG00000125991",0.223697650663943,0.776302349336057,0.485841729575524,0.985427709714659,0.887398686015799
"4463","ENSG00000125995",0.140295314020465,0.859704685979535,0.0646173187227639,0.651322748124822,0.176970825199002
"4464","ENSG00000126001",0.309263769937927,0.690736230062073,0.721144024514811,0.712422409051622,0.686795486276904
"4465","ENSG00000126003",0.0685641065934929,0.931435893406507,0.0208037424977788,0.850402838302579,0.178904932578226
"4466","ENSG00000126005",0.350762461393404,0.649237538606596,0.562257103311554,0.553281636254843,0.339828710615227
"4467","ENSG00000126012",0.926612713129567,0.0733872868704329,0.602837093761899,0.317852415518794,0.746922049428532
"4468","ENSG00000126016",0.613105995128467,0.386894004871533,0.607624009525479,0.125729067820684,0.47190406827399
"4469","ENSG00000126062",0.532242174420221,0.467757825579779,0.741603254135666,0.812651479894349,0.582486657681126
"4470","ENSG00000126067",0.647744649473258,0.352255350526742,0.737614157666016,0.527709110250165,0.583804268333223
"4471","ENSG00000126070",0.644130286308333,0.355869713691667,0.758224489425872,0.160186399598673,0.860012934343099
"4472","ENSG00000126088",0.224586131241274,0.775413868758726,0.57795963759663,0.913926177538969,0.853974892868583
"4473","ENSG00000126091",0.107197901493494,0.892802098506506,0.0507098778490308,0.574321098089465,0.548385926951182
"4474","ENSG00000126106",0.36738369668361,0.63261630331639,0.744504415204502,0.36172038851382,0.565357719203873
"4475","ENSG00000126107",0.0501961305764244,0.949803869423576,0.18406053756097,0.899976428066316,0.431432871363727
"4476","ENSG00000126214",0.27891641634079,0.72108358365921,0.449262923765949,0.125904346301926,0.357924702782093
"4477","ENSG00000126215",0.863808620074826,0.136191379925174,0.956416099026298,0.554321218971176,0.42361786873455
"4478","ENSG00000126216",0.72508476829998,0.27491523170002,0.689950498939263,0.0274522366138615,0.95576333778581
"4479","ENSG00000126217",0.205317586475754,0.794682413524246,0.376546530392684,0.213126545019371,0.399683289916652
"4480","ENSG00000126226",0.0388634701512835,0.961136529848717,0.676738127904939,0.652041994306471,0.771823681936041
"4481","ENSG00000126243",0.132335253337846,0.867664746662154,0.134130346749189,0.652972783482723,0.879486978017661
"4482","ENSG00000126247",0.073713667490677,0.926286332509323,0.218777765018042,0.277586717517573,0.267583755915649
"4483","ENSG00000126249",0.32718448362355,0.67281551637645,0.44935358504935,0.718593420408459,0.924309916531178
"4484","ENSG00000126254",0.230950553336033,0.769049446663967,0.265818882932107,0.289795770348925,0.412001136288085
"4485","ENSG00000126261",0.259339623211706,0.740660376788294,0.644275344361775,0.06672066049767,0.549286495699633
"4486","ENSG00000126267",0.202440601749158,0.797559398250842,0.220808577766227,0.837927845706584,0.539241225498788
"4487","ENSG00000126351",0.273700370502445,0.726299629497555,0.492339121552605,0.544547932620534,0.978821524197497
"4488","ENSG00000126368",0.0668113217810711,0.933188678218929,0.0879958416691347,0.860260741851062,0.208430290539193
"4489","ENSG00000126391",0.288502336039069,0.711497663960931,0.262996294975552,0.727786474545334,0.434303812004763
"4490","ENSG00000126432",0.0784522305697759,0.921547769430224,0.0963487679131586,0.890293802999075,0.834186556744897
"4491","ENSG00000126456",0.267952445134813,0.732047554865187,0.291355144423424,0.740575759590453,0.227064206320905
"4492","ENSG00000126457",0.039951405552097,0.960048594447903,0.17605816827943,0.741010933750778,0.693589038446428
"4493","ENSG00000126458",0.582746553360209,0.417253446639791,0.664051592314341,0.898870360408822,0.974977485781289
"4494","ENSG00000126461",0.0827435313174293,0.917256468682571,0.0168992632259702,0.59486494490816,0.7974143401974
"4495","ENSG00000126464",0.051767592822044,0.948232407177956,0.00206707726154576,0.515675335900055,0.91238493572115
"4496","ENSG00000126500",0.115024992293791,0.884975007706209,0.137037551903585,0.713383418655674,0.391729273319593
"4497","ENSG00000126522",0.116463484657089,0.883536515342911,0.153785712990553,0.850088545853455,0.566663241684849
"4498","ENSG00000126524",0.313246822322017,0.686753177677983,0.581543780333754,0.327704274981717,0.279206532447673
"4499","ENSG00000126561",0.775057267710682,0.224942732289318,0.285159956724347,0.685508096052608,0.929392992487202
"4500","ENSG00000126581",0.180500571166085,0.819499428833915,0.42923886830542,0.637681247015733,0.832754108467159
"4501","ENSG00000126583",0.161751817758732,0.838248182241268,0.123263080912173,0.950093985530459,0.348713516388538
"4502","ENSG00000126602",0.0096221842116397,0.99037781578836,0.157212709503116,0.338045705375005,0.765138923306598
"4503","ENSG00000126653",0.438353349330013,0.561646650669987,0.450272286054481,0.243443678188708,0.0369898036276601
"4504","ENSG00000126698",0.285546778200192,0.714453221799808,0.307426367927664,0.222192673359484,0.403061933744734
"4505","ENSG00000126705",0.112631534412001,0.887368465587999,0.0271923409347783,0.329414751195218,0.637808172812494
"4506","ENSG00000126709",0.342989767363147,0.657010232636853,0.912620655057993,0.103293422221685,0.452145952578105
"4507","ENSG00000126733",0.486573063928293,0.513426936071707,0.989344277157587,0.121081166024986,0.657753655160742
"4508","ENSG00000126746",0.0753274383352171,0.924672561664783,0.206641241213411,0.927996808722824,0.577651389233066
"4509","ENSG00000126749",0.259049507104823,0.740950492895177,0.428555886637131,0.627073876857801,0.901312170975092
"4510","ENSG00000126756",0.381659826776508,0.618340173223492,0.545992469069392,0.362427546524349,0.976452242657947
"4511","ENSG00000126767",0.399362953381968,0.600637046618032,0.798381393887012,0.751696877020991,0.156910505225112
"4512","ENSG00000126768",0.0705888752561181,0.929411124743882,0.0959740346084339,0.771050038984352,0.722902853412793
"4513","ENSG00000126773",0.804310641821446,0.195689358178554,0.768753286471523,0.373373385473645,0.343104604988788
"4514","ENSG00000126775",0.000501659101486241,0.999498340898514,0.333724184199552,0.316317217786535,0.175085070504258
"4515","ENSG00000126777",0.39306501622837,0.60693498377163,0.772657765743332,0.589521973273054,0.356395549135394
"4516","ENSG00000126785",0.210974850559985,0.789025149440015,0.442813884473349,0.510954905077636,0.429311397332141
"4517","ENSG00000126790",0.341430393288647,0.658569606711353,0.622045197671818,0.771787417422681,0.753298559694411
"4518","ENSG00000126803",0.536346108515512,0.463653891484488,0.553360209367124,0.659856996935649,0.268629382717542
"4519","ENSG00000126804",0.36817547189198,0.63182452810802,0.85930577633257,0.370236505067966,0.940248170153097
"4520","ENSG00000126814",0.68084810608579,0.31915189391421,0.787919081782522,0.619325359169784,0.569558358668125
"4521","ENSG00000126822",0.251748251748252,0.748251748251748,0.819438987978314,0.511371946981281,0.191700261708905
"4522","ENSG00000126858",0.436183522613946,0.563816477386054,0.875842394424935,0.0614804383170848,0.626807937093157
"4523","ENSG00000126860",0.177091706910203,0.822908293089797,0.877897383515361,0.910354122972965,0.0142338214939771
"4524","ENSG00000126861",0.395839251500444,0.604160748499556,0.738641652211229,0.472381551033236,0.0831726613921947
"4525","ENSG00000126870",0.209862738816931,0.790137261183069,0.432043324005295,0.450236021541121,0.328072964200881
"4526","ENSG00000126878",0.615831877716061,0.384168122283939,0.552471728789793,0.663235640763731,0.187868311463817
"4527","ENSG00000126882",0.803464469843035,0.196535530156965,0.341152365352884,0.190406827399049,0.988044798762171
"4528","ENSG00000126883",0.0291687569129229,0.970831243087077,0.104139594200095,0.427824552284362,0.871158228115877
"4529","ENSG00000126903",0.319405745507733,0.680594254492267,0.53776646862213,0.950553336033025,0.5482166925555
"4530","ENSG00000126934",0.56511595578147,0.43488404421853,0.919238928746275,0.305679627200803,0.98956790832331
"4531","ENSG00000126945",0.164260113266163,0.835739886733837,0.433971387298959,0.954361109935872,0.377513584082296
"4532","ENSG00000126947",0.120265214474376,0.879734785525624,0.339006714979057,0.237864987216759,0.791134535300482
"4533","ENSG00000126950",0.120639947779101,0.879360052220899,0.091235471529335,0.238813908649691,0.579984406259255
"4534","ENSG00000126953",0.441973756580498,0.558026243419502,0.769641767048854,0.466555052553324,0.235302294939287
"4535","ENSG00000126970",0.605442094638292,0.394557905361708,0.906074910396432,0.00479295984913963,0.830729339804534
"4536","ENSG00000127022",0.40436141214015,0.59563858785985,0.245293168370091,0.0345963457458703,0.111313923759905
"4537","ENSG00000127054",0.248629503599253,0.751370496400747,0.469933696381406,0.704444216112323,0.982991943233948
"4538","ENSG00000127080",0.525382137309536,0.474617862690464,0.957612827967193,0.345044756453572,0.845162616121994
"4539","ENSG00000127081",0.768874168182725,0.231125831817275,0.659603145342125,0.507848245099758,0.416582553142622
"4540","ENSG00000127083",0.645889115206315,0.354110884793685,0.403055889659174,0.705991502015703,0.842068044315235
"4541","ENSG00000127124",0.109373772295121,0.890626227704879,0.0186641362095121,0.191234867120779,0.311886903071
"4542","ENSG00000127125",0.1382463690156,0.8617536309844,0.290780956295217,0.40356359284622,0.386609932850209
"4543","ENSG00000127152",0.35211633655886,0.64788366344114,0.605393741953811,0.612652688711461,0.160174311427553
"4544","ENSG00000127184",0.240040858018386,0.759959141981614,0.246653087621108,0.364603417325976,0.771926431390563
"4545","ENSG00000127191",0.111894155973672,0.888105844026328,0.286725374884407,0.376286634713601,0.905452369583744
"4546","ENSG00000127220",0.476527793727448,0.523472206272552,0.577603036548585,0.138210104502239,0.341273247064085
"4547","ENSG00000127241",0.859970625744178,0.140029374255822,0.550374431100447,0.783875588542831,0.409293385957172
"4548","ENSG00000127249",0.54740074100489,0.45259925899511,0.909586524106835,0.196384428017963,0.618068189373289
"4549","ENSG00000127252",0.129295078301128,0.870704921698872,0.397187082580341,0.213120500933811,0.704492568796804
"4550","ENSG00000127311",0.804540317072728,0.195459682927272,0.622637518056706,0.827846310992378,0.493662776290261
"4551","ENSG00000127314",0.544263860599211,0.455736139400789,0.879946328520226,0.402856434835692,0.518878701246895
"4552","ENSG00000127328",0.279931822714882,0.720068177285118,0.680684915775668,0.738490550072227,0.31996180137926
"4553","ENSG00000127329",0.628808529413542,0.371191470586458,0.660654816229579,0.541217641476933,0.771019818556552
"4554","ENSG00000127334",0.1736405340554,0.8263594659446,0.701035351856441,0.26771672579797,0.478202005427589
"4555","ENSG00000127337",0.101123595505618,0.898876404494382,0.119286072613644,0.895679083233102,0.332678557397659
"4556","ENSG00000127362",0.627291463937964,0.372708536062036,0.925379719675312,0.0713202096088872,0.104991810264066
"4557","ENSG00000127364",0.82073846637373,0.17926153362627,0.401967954258361,0.714525750826529,0.638460934052982
"4558","ENSG00000127366",0.235677028244012,0.764322971755988,0.340977086871642,0.582674024333488,0.395265063372237
"4559","ENSG00000127399",0.510531819088431,0.489468180911569,0.817934010673855,0.83040900326985,0.833781603012372
"4560","ENSG00000127415",0.155453880605134,0.844546119394866,0.0318039782171157,0.992487201648827,0.97506814706469
"4561","ENSG00000127418",0.234002816543871,0.765997183456129,0.514061565055515,0.482154837383878,0.277435615378571
"4562","ENSG00000127419",0.244670627557404,0.755329372442596,0.351094886099208,0.547189198010287,0.973254921396667
"4563","ENSG00000127445",0.0538044496557893,0.946195550344211,0.193368429323486,0.868571359496165,0.781252455409759
"4564","ENSG00000127452",0.871956047409807,0.128043952590193,0.253011465630307,0.507854289185318,0.981704553009652
"4565","ENSG00000127463",0.371167294244217,0.628832705755783,0.672368254045004,0.901022054868209,0.609044369632097
"4566","ENSG00000127472",0.296244809641525,0.703755190358475,0.755945869169724,0.704565097823525,0.950438498407383
"4567","ENSG00000127481",0.133574290877662,0.866425709122338,0.218137091948674,0.421556835558564,0.562547219418438
"4568","ENSG00000127483",0.333905506766354,0.666094493233646,0.791297725610604,0.620262192431596,0.738200433965343
"4569","ENSG00000127511",0.139775522662299,0.860224477337701,0.287861662969701,0.408791726855685,0.566421478262446
"4570","ENSG00000127526",0.683120682256378,0.316879317743622,0.994505926225892,0.89311034687007,0.452744317048552
"4571","ENSG00000127527",0.0615529673438057,0.938447032656194,0.171948190098579,0.432254866999897,0.308737934494201
"4572","ENSG00000127528",0.401387722044593,0.598612277955407,0.326416884757421,0.625919456515826,0.259152256559344
"4573","ENSG00000127540",0.0926558316359526,0.907344168364047,0.267970577391494,0.633661930118283,0.960779928800672
"4574","ENSG00000127554",0.821246169560776,0.178753830439224,0.43566977534134,0.880701839215236,0.720932481520208
"4575","ENSG00000127561",0.564704957963385,0.435295042036615,0.732772845132396,0.521604583834489,0.747967676230425
"4576","ENSG00000127580",0.746855564487371,0.253144435512629,0.494714447177714,0.834446452423981,0.43408018083904
"4577","ENSG00000127585",0.0555814108104514,0.944418589189549,0.0174190545841367,0.851466597361152,0.279158179763193
"4578","ENSG00000127586",0.236227040029979,0.763772959970021,0.151271373397562,0.705483798828656,0.158572628754133
