"","genes","R2losePvalue","R2gainPvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"143","ENSG00000007264",0.367238638630168,0.632761361369832,0.621900139618376,0.916561398843162,0.597596871581314
"144","ENSG00000007341",0.834083807290376,0.165916192709624,0.701881523834851,0.321811291560643,0.318499132673722
"145","ENSG00000007372",0.517216577717874,0.482783422282126,0.899915987210715,0.0532604819553826,0.930360046176814
"146","ENSG00000007376",0.732198657004189,0.267801342995811,0.405751551818968,0.796332448882146,0.704395863427843
"147","ENSG00000007384",0.464367093580577,0.535632906419423,0.674532036675511,0.27972632380584,0.143958029869871
"148","ENSG00000007392",0.401599265039196,0.598400734960804,0.874506651516159,0.719675311723713,0.232467618811612
"149","ENSG00000007402",0.042121232268164,0.957878767731836,0.057805634296559,0.215380988933279,0.868003215453518
"150","ENSG00000007516",0.79985615076367,0.20014384923633,0.418510616436286,0.628107415488574,0.682159672652326
"151","ENSG00000007520",0.0545539162652387,0.945446083734761,0.234818768094481,0.487189560655421,0.790391112776592
"152","ENSG00000007541",0.32716030728131,0.67283969271869,0.183994052619809,0.735117950329705,0.257786293222767
"153","ENSG00000007545",0.0399332732954168,0.960066726704583,0.0791231240669443,0.681301412502795,0.42923282421986
"154","ENSG00000007923",0.605556932263933,0.394443067736067,0.86008546336982,0.992033895231821,0.940157508869696
"155","ENSG00000007944",0.115919516956682,0.884080483043318,0.888667943983415,0.748759451438795,0.2684541042363
"156","ENSG00000008018",0.196638279611486,0.803361720388514,0.5208913817384,0.0484977425340433,0.500365667176385
"157","ENSG00000008056",0.146804794168666,0.853195205831334,0.0532302615275821,0.676889230043941,0.406452665743936
"158","ENSG00000008083",0.0313083632011895,0.968691636798811,0.200415833086533,0.614780206828608,0.238318293633765
"159","ENSG00000008086",0.343080428646548,0.656919571353452,0.560214202392249,0.22986866202078,0.970952124798279
"160","ENSG00000008118",0.0288484203782389,0.971151579621761,0.341932052390134,0.627974445606252,0.151591709932246
"161","ENSG00000008130",0.729635964726717,0.270364035273283,0.606427280584584,0.11332056016585,0.47264749079788
"162","ENSG00000008226",0.636829030951762,0.363170969048238,0.719125299937746,0.969193295900297,0.0485702715607642
"163","ENSG00000008256",0.976222567406664,0.0237774325933358,0.341877655620093,0.328598799644608,0.485424687671879
"164","ENSG00000008277",0.319828831496939,0.680171168503061,0.590537379647146,0.561827973236789,0.526802497416153
"165","ENSG00000008282",0.88502336039069,0.11497663960931,0.162815576817305,0.242470580413536,0.830771648403455
"166","ENSG00000008283",0.151851605611329,0.848148394388671,0.143951985784311,0.7539815413627,0.14546300717433
"167","ENSG00000008294",0.63906534260899,0.36093465739101,0.90113689249385,0.503895413143469,0.503756399175587
"168","ENSG00000008300",0.247293760690476,0.752706239309524,0.254274679512363,0.754718919801029,0.744625296915703
"169","ENSG00000008311",0.80627496962847,0.19372503037153,0.275024025240101,0.0229554369571656,0.356558739445516
"170","ENSG00000008324",0.155260469867211,0.844739530132789,0.0684674012245318,0.249499851919904,0.387347311288539
"171","ENSG00000008382",0.4984255157116,0.5015744842884,0.9164042526186,0.653456310327529,0.490846232419266
"172","ENSG00000008394",0.595578147004249,0.404421852995751,0.522426579470659,0.376661368018326,0.0906491952300077
"173","ENSG00000008405",0.000169234395682105,0.999830765604318,0.0562643924787399,0.786788837782788,0.976748402850391
"174","ENSG00000008441",0.263364984194716,0.736635015805284,0.423231047258705,0.199865821300566,0.450417344107923
"175","ENSG00000008513",0.220778357338426,0.779221642661573,0.434424693715964,0.200548802968855,0.109180361557198
"176","ENSG00000008710",0.267063964557482,0.732936035442518,0.155266513952771,0.426307486808783,0.337211621567715
"177","ENSG00000008735",0.135484221914645,0.864515778085355,0.208291276571311,0.755087609020193,0.946588415905616
"178","ENSG00000008838",0.820109881475482,0.179890118524518,0.383031834198645,0.613027422016186,0.924962677771667
"179","ENSG00000008853",0.00860073375198699,0.991399266248013,0.099358722522076,0.391898507715275,0.767224132824824
"180","ENSG00000008869",0.626469468301793,0.373530531698207,0.79422306302168,0.0271258559936175,0.776114982683695
"181","ENSG00000008952",0.056191863452019,0.943808136547981,0.544324301454811,0.631371221691014,0.898954977606663
"182","ENSG00000008988",0.743507141087089,0.256492858912911,0.711914705864576,0.387897323074505,0.584589999456032
"183","ENSG00000009307",0.0230581864116868,0.976941813588313,0.38667037370581,0.455585037261787,0.559168575590356
"184","ENSG00000009335",0.327891641634079,0.672108358365921,0.846879136421055,0.513185172649304,0.465896247227276
"185","ENSG00000009413",0.137587563689552,0.862412436310448,0.229312606149253,0.350260802291917,0.812506421840908
"186","ENSG00000009694",0.332213162809533,0.667786837190467,0.739058694114874,0.745809937685478,0.761337193489311
"187","ENSG00000009780",0.34804262289137,0.65195737710863,0.757505243244223,0.0208702274389396,0.275066333839022
"188","ENSG00000009830",0.465569866607032,0.534430133392968,0.819608222373996,0.520504560262555,0.624227112559005
"189","ENSG00000009844",0.280427437730809,0.719572562269192,0.546554569026479,0.0802594121522384,0.92684843246641
"190","ENSG00000009954",0.487600558473506,0.512399441526494,0.912282186266629,0.567890191053545,0.410175822448943
"191","ENSG00000010017",0.195429462499471,0.804570537500529,0.834319526627219,0.732724492447915,0.812391584215266
"192","ENSG00000010072",0.558938900339073,0.441061099660927,0.897039002484119,0.511595578147004,0.439568210527588
"193","ENSG00000010165",0.0796247831684305,0.920375216831569,0.236039673377616,0.977975352219086,0.481175695523146
"194","ENSG00000010219",0.350841034505684,0.649158965494316,0.835697578134916,0.133211645744057,0.457621894095533
"195","ENSG00000010244",0.583991634985585,0.416008365014415,0.914367395784855,0.671540214323274,0.70575578267886
"196","ENSG00000010256",0.262119902569341,0.737880097430659,0.520492472091435,0.91882188684263,0.931889199823513
"197","ENSG00000010270",0.281829665580746,0.718170334419254,0.950662129573106,0.119533880121607,0.808227209264374
"198","ENSG00000010278",0.46219726686451,0.53780273313549,0.770856628246429,0.923264289729285,0.0912112951870947
"199","ENSG00000010282",0.89311639095563,0.10688360904437,0.312400650343606,0.210733087137582,0.379502088231561
"200","ENSG00000010292",0.0961674453463563,0.903832554653644,0.303268037062333,0.306132933617808,0.797861602528845
"201","ENSG00000010295",0.439797885778871,0.560202114221129,0.865833388737451,0.936041486603284,0.379919130135206
"202","ENSG00000010318",0.297538243951381,0.702461756048619,0.438238511704372,0.961704673891364,0.315259502813522
"203","ENSG00000010319",0.965705858532133,0.0342941414678666,0.0367238638630168,0.624740859831612,0.0736471825495162
"204","ENSG00000010322",0.205662099352678,0.794337900647322,0.312817692247251,0.91799989120646,0.539827501798115
"205","ENSG00000010327",0.793890638315876,0.206109361684124,0.0870710965784431,0.509111458981813,0.00577210170987186
"206","ENSG00000010361",0.16080894041136,0.83919105958864,0.208895685127319,0.557252600467812,0.348399223939414
"207","ENSG00000010379",0.508924092329451,0.491075907670549,0.871913738810887,0.774537476352515,0.38024551075545
"208","ENSG00000010404",0.270454696556684,0.729545303443315,0.611594973738448,0.786021238916658,0.0590567600074947
"209","ENSG00000010438",0.105837982242477,0.894162017757523,0.184441314951254,0.0266000205498909,0.0691745592350606
"210","ENSG00000010539",0.91158107234166,0.0884189276583399,0.0882799136904582,0.573607895993376,0.860575034300186
"211","ENSG00000010610",0.0117799227565865,0.988220077243413,0.0430761977866558,0.383164804080967,0.685242156287964
"212","ENSG00000010626",0.070897123619682,0.929102876380318,0.0372557433923034,0.88105844026328,0.241624408435126
"213","ENSG00000010671",0.0304561471372189,0.969543852862781,0.0131398420076034,0.733661325709727,0.0585127923070879
"214","ENSG00000010704",0.662993877341328,0.337006122658672,0.347492611105403,0.501103045614714,0.363944611999927
"215","ENSG00000010803",0.418081486361521,0.581918513638479,0.715819185136385,0.43009108436939,0.934524421127706
"216","ENSG00000010810",0.606548162295785,0.393451837704215,0.836918483418051,0.298825634175677,0.819384591208273
"217","ENSG00000010818",0.036735952034137,0.963264047965863,0.215822207179165,0.840617463780817,0.234933605720123
"218","ENSG00000011007",0.00254456002079165,0.997455439979208,0.471692525279388,0.433578521737554,0.617868734549806
"219","ENSG00000011009",0.350061347468435,0.649938652531565,0.62219629981082,0.7861662969701,0.660237774325933
"220","ENSG00000011021",0.194982200168026,0.805017799831974,0.514230799451197,0.324150352672392,0.981420480988329
"221","ENSG00000011028",0.955872131325891,0.044127868674109,0.0663398831073853,0.958537573057884,0.523097472967827
"222","ENSG00000011105",0.55060410635173,0.44939589364827,0.827556194885495,0.378033375440463,0.100428525666209
"223","ENSG00000011132",0.00820786819058211,0.991792131809418,0.0131458860931636,0.354425177242809,0.747919323545944
"224","ENSG00000011143",0.18969362530296,0.81030637469704,0.290551281043934,0.648494116082707,0.747466017128938
"225","ENSG00000011198",0.302494394110643,0.697505605889357,0.575977177532925,0.808082151210933,0.711485575789811
"226","ENSG00000011201",0.125354334515959,0.874645665484041,0.340916646016041,0.561755444210068,0.0892348792089501
"227","ENSG00000011243",0.0319006835860768,0.968099316413923,0.433965343213399,0.476975056058894,0.544493535850493
"228","ENSG00000011258",0.0885398093695414,0.911460190630459,0.339091332176898,0.269826111658437,0.745713232316517
"229","ENSG00000011260",0.307571425981106,0.692428574018894,0.669455004805048,0.0230037896416462,0.908897498352987
"230","ENSG00000011275",0.866504282234619,0.133495717765381,0.777172697656708,0.577403581725103,0.935098609255913
"231","ENSG00000011295",0.43565768717022,0.56434231282978,0.844008195780019,0.337846250551523,0.467661120210818
"232","ENSG00000011304",0.620358897800557,0.379641102199443,0.576696423714574,0.121056989682746,0.555759711334474
"233","ENSG00000011332",0.897208236879801,0.102791763120199,0.333210436926945,0.514968177889526,0.598370514533004
"234","ENSG00000011347",0.215338680334359,0.784661319665641,0.636140005197914,0.808843705991502,0.722896809327233
"235","ENSG00000011376",0.33036367262815,0.66963632737185,0.904648506204254,0.845362070945476,0.219817347734375
"236","ENSG00000011405",0.11980586397181,0.88019413602819,0.844999425811872,0.699941372370067,0.200863095417979
"237","ENSG00000011422",0.867646614405474,0.132353385594526,0.0946624680418976,0.736622927634164,0.0271137678224973
"238","ENSG00000011426",0.0751521598539749,0.924847840146025,0.165076064816774,0.500450284374226,0.0597578739324633
"239","ENSG00000011451",0.204423061812863,0.795576938187137,0.215308459906558,0.588500522813401,0.596013321164574
"240","ENSG00000011454",0.728656822865985,0.271343177134015,0.789436147258101,0.628397531595457,0.695595674852373
"241","ENSG00000011465",0.689569721548978,0.310430278451022,0.428519622123771,0.208732494817197,0.487485720847864
"242","ENSG00000011478",0.519658388284145,0.480341611715855,0.720678629926685,0.333820889568513,0.959256819239533
"243","ENSG00000011485",0.277562541175333,0.722437458824667,0.864225661978471,0.658781149705955,0.853201249916894
"244","ENSG00000011523",0.490459410943421,0.509540589056579,0.982810620667146,0.29257604970656,0.872046708693208
"245","ENSG00000011566",0.0121727883179914,0.987827211682009,0.367141933261207,0.744703870027984,0.75158808348091
"246","ENSG00000011600",0.212951266538129,0.787048733461871,0.118391547950753,0.609268000797819,0.447286507787804
"247","ENSG00000011638",0.536787326761398,0.463212673238602,0.770802231476389,0.113701337556134,0.799130860496461
"248","ENSG00000011677",0.344271113501883,0.655728886498117,0.653148061963965,0.492883089253011,0.159418800732543
"249","ENSG00000012048",0.842799378668004,0.157200621331996,0.668119261896271,0.238662806510689,0.597197961934349
"250","ENSG00000012061",0.369831551335441,0.630168448664559,0.881541967108086,0.874065433270273,0.565418160059474
"251","ENSG00000012124",0.053375319581024,0.946624680418976,0.0412569280330732,0.00527044260838561,0.412774779239775
"252","ENSG00000012171",0.923367039183807,0.0766329608161933,0.293821131331935,0.490012148611976,0.37221292104611
"253","ENSG00000012174",0.00174069664130165,0.998259303358698,0.0553336033024884,0.187753473838176,0.942297115157962
"254","ENSG00000012232",0.560347172274571,0.439652827725429,0.830989235483617,0.884171144326719,0.557488319804655
"255","ENSG00000012660",0.588071392738636,0.411928607261364,0.866419665036778,0.781258499495319,0.47666076360977
"256","ENSG00000012822",0.135212238064442,0.864787761935558,0.945965875092928,0.905059504022339,0.997407087294728
"257","ENSG00000012983",0.474037630476697,0.525962369523303,0.925953907803519,0.301557560848831,0.321303588373597
"258","ENSG00000013016",0.276649884255762,0.723350115744238,0.607225099878514,0.0136233688524094,0.660074584015811
"259","ENSG00000013288",0.860689871925827,0.139310128074173,0.366670494587521,0.381200476273942,0.585913654193689
"260","ENSG00000013293",0.105602262905634,0.894397737094366,0.131186877081432,0.150914772349517,0.402928963862412
"261","ENSG00000013297",0.738974076917033,0.261025923082967,0.300765785640462,0.651818363140749,0.196064091483279
"262","ENSG00000013306",0.544040229433488,0.455959770566512,0.828051809901421,0.550029918223522,0.341327643834126
